悪衣悪食, あくいあくしょく, 衣服や食べ物が粗末であること
高枕無憂, こうちんむゆう, 何の心配事も無く、深い眠りにつくこと。 万全の策を用意しておくこと
孝悌忠信, こうていちゅうしん, 目上の人に誠心誠意を込めてよく従うこと。 別表記：「忠信孝悌ちゅうしんこうてい」
荒唐無稽, こうとうむけい, 根拠がなく、現実味が感じられないこと。出鱈目でたらめ
功徳兼隆, こうとくけんりゅう, 素晴らしい功績があり、それに見合った人徳も備わっていること
黄髪垂髫, こうはつすいちょう, 老人と子供のこと。 「黄髪」は黄色がかった白髪で、老人の喩え
洪範九疇, こうはんきゅうちゅう, 模範となる大切な政治道徳のこと。 「洪範」は『書経』の篇名
紅粉青蛾, こうふんせいが, 綺麗な化粧のこと。または美人の形容
高鳳漂麦, こうほうひょうばく, 学問に熱心なこと。 勉強は周りのことが気にならないくらい一生懸命やりなさいという教え
光芒一閃, こうぼういっせん, 一瞬だけ光が閃くような僅かな時間で、物事が急激に変化することの形容
厚貌深情, こうぼうしんじょう, 顔つきは親切なようでも、心の中は奥深くて、何を考えているかわからないこと。 人の心の知りがたいことの喩え
興亡盛衰, こうぼうせいすい, 国家などが、繁栄したり衰退したりすること。 同義語：「盛衰興亡」
黄茅白葦, こうぼうはくい, 黄色い茅かやと白い葦あしのことで、荒れ果てて痩せた土地の形容
光芒万丈, こうぼうばんじょう, 輝く光が四方八方に放たれる様子。転じて、聖人君主の出現のこと
口蜜腹剣, こうみつふくけん, 言葉では相手を喜ばせるようにさも優しそうなことを言うが、心の中は険悪で悪意を抱いていることをいう
紅毛碧眼, こうもうへきがん, 「赤い髪と青い眼」の意味で、西洋人のことを形容した言葉
紅葉良媒, こうようりょうばい, 紅葉が仲人の役割を果たしたという男女の不思議な因縁の物語
孔翊絶書, こうよくぜっしょ, 私情を挟まず、公正に政治を行うこと。 中国の晋の時代
洽覧深識, こうらんしんしき, 見聞が広く博識なこと。 「洽覧」は広く書物を読むこと
蛟竜雲雨, こうりゅううんう, 英雄や豪傑が、機会を捉えて才能を発揮し、世に出ること
黄粱一炊, こうりょういっすい, 栄枯盛衰の儚いことの喩え。 廬生ろせいという青年が邯鄲（河北省）の宿で、道士の呂翁から枕を借りて寝た
膏粱子弟, こうりょうしてい, 裕福な家に生まれた者のこと。 美味しいごちそうを食べる若者
枯魚銜索, こぎょかんさく, 親が生きている間に孝行すべきであるという教え。 「枯魚」は魚を干したもの
哭岐泣練, こくききゅうれん, 人は選択や決断や習慣次第で、善人にも悪人にもなるということ。 古代中国の戦国時代
刻舟求剣, こくしゅうきゅうけん, 時代の変化に気がつかず、いつまでも古い手法を頼って融通が利かない愚かさを喩えた言葉
刻露清秀, こくろせいしゅう, 秋の景色の形容。 「刻露」は、木の葉が落ちて山の姿が現れること
孤軍奮闘, こぐんふんとう, 援軍もなく孤立した状況の中で懸命に戦うこと。 「孤軍」は、援軍がない孤立した軍隊
虎渓三笑, こけいさんしょう, あることに夢中になって、他のことを全て忘れてしまうこと
虎穴虎子, こけつこし, 虎の住む穴に入る危険を冒さなければ、虎の子を捕まえることはできないという意味
胡言乱説, こげんらんせつ, わけのわからない言説。根拠のないでたらめな言説
狐死首丘, こししゅきゅう, 生まれ育った故郷を忘れないこと。 また、物事の根本を忘れないことの喩え
狐死兎泣, こしときゅう, 仲間の不幸を悲しむこと。または同類の不幸を憐れむこと
孤掌難鳴, こしょうなんめい, 片方の手のひらだけでは拍手して音を鳴らすことができないように、何事も一人の力だけでは成し遂げるのが難しいということ
虎嘯風生, こしょうふうしょう, 優れたな才能や技能を持つ人が機会を得て活躍すること
乞食坊主, こじきぼうず, 僧侶を嘲あざけっていう言葉。米銭を乞う僧侶
枯樹生華, こじゅせいか, 枯れ木に花が咲くという意味で、年老いて衰えた人が活力を取り戻す喩え。 また非常な困難な状況の中で活路を見出すこと
胡孫入袋, こそんにゅうたい, 重要な役職について自由がきかなくなることの喩え。または物事を自由に行えないこと
酷寒猛暑, こっかんもうしょ, 耐え難いほどに厳しい寒さと激しい暑さ
克己復礼, こっきふくれい, 私情や私欲に打ち勝って、社会の規範になるような行いをすること。 人間がその人格を高めるための手段
木端微塵, こっぱみじん, 極めて細かく粉々に砕け散ること。粉灰微塵こっぱいみじん
虎頭蛇尾, ことうだび, 最初だけは盛んで、最後の勢いが衰えることの喩え。 「虎頭」は、虎の頭
虎尾春氷, こびしゅんぴょう, 虎の尻尾を踏んだり、春に池や湖に張った氷の上を歩くように、極めて危険な状況を表す
鼓腹撃壌, こふくげきじょう, 世の中が平和で、幸せな生活を謳歌する様子。 善い政治が行われ、人々が満足していることの喩え
鼓舞激励, こぶげきれい, 励まして元気づけること。 「鼓舞」は鼓つづみを打って様子からできた熟語
孤峰絶岸, こほうぜつがん, 山が高くそびえ立つ様子。 文章などが他に抜きんでて素晴らしいことの喩え
枯木寒巌, こぼくかんがん, 枯れた木と冷たい岩のこと。 俗世から離れて悟りの境地に達することの形容
枯木竜吟, こぼくりょうぎん, 衰えたものが勢いを取り戻すことの喩え。 苦境を脱して再び脚光を浴びること
困苦窮乏, こんくきゅうぼう, 必要な物が乏しく、生活に窮して困り苦しむこと。 「困苦」は、困り苦しむこと
懇到切至, こんとうせっし, 隅々まで配慮が行き届いて親切なこと。 また、誠心誠意を尽くして充分に言い聞かせること
蒟蒻問答, こんにゃくもんどう, 話が噛み合っていない的外れな会話。 寺の住職の代理をする羽目になった蒟蒻屋の主人が、旅の僧に禅問答を仕掛けられた
魂飛魄散, こんひはくさん, 激しく驚き、恐れること。 「魂飛び、魄散す」と訓読する
傲岸不遜, ごうがんふそん, 思い上がって人を見下し、謙虚でないこと。礼儀の無い態度
剛毅果断, ごうきかだん, 意志が強く思い切って物事を行う様子。 「剛毅」は意志が強く屈しないこと
豪放磊落, ごうほうらいらく, 心が広く大胆で、些細なことにこだわらない性格
毫釐千里, ごうりせんり, 「始めに一厘でも狂っていると、後には千里の差になる」という意味
呉越同舟, ごえつどうしゅう, 仲の悪い者同士や敵味方が、同じ場所や境遇にいることの喩え
呉牛喘月, ごぎゅうぜんげつ, 必要以上に恐れ、怯えることの喩え。 呉ごの国は暑く、牛は月を見ても太陽だと思い込んで喘あえぐという意味
極楽蜻蛉, ごくらくとんぼ, まるで極楽にいる蜻蛉とんぼのように気楽に暮らしている人のこと
五穀豊穣, ごこくほうじょう, 穀物などの農作物が豊かに実ること
牛頭栴檀, ごずせんだん, 南インドの摩羅耶山まらやさん（牛頭山）から産する栴檀せんだんから作った香料
